invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late,epsilon
INV-2023-0023,2022-10-13,10,2022-12-19,Net 67,67,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,18705.41,6.25,1169.09,5526.44,2022-12-19,0,5.0
INV-2022-0037,2021-08-03,8,2021-09-03,Net 31,31,USD,V054,Swift Medical Group,"324 Market St, Dallas, TX 88477",billing@swift-medical.com,FE-9671370,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,5443.41,7.0,381.04,1.0,2021-10-10,1,5.0
INV-2024-0111,2024-11-03,11,2024-12-06,Net 33,33,USD,V024,Nexus Marketing Group,"6719 Innovation Rd, Atlanta, GA 62224",billing@nexus-marketing.com,CM-6304509,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,6656.24,7.0,465.94,10634.19,2024-12-09,1,5.0
INV-2024-0054,2024-05-03,5,2024-07-10,Net 68,68,USD,V017,Nexus Labs Group,"817 Market St, Austin, AZ 15486",billing@nexus-labs.com,PU-8990340,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,991.23,7.5,74.34,2606.8,2024-07-10,0,5.0
INV-2022-0114,2022-10-19,10,2022-11-12,Net 24,24,USD,V060,Elite Parts Co,"6665 Commerce Blvd, Miami, TX 29096",billing@elite-parts.com,QA-4681262,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,38234.3,9.0,3441.09,21867.74,2022-11-12,0,5.0
INV-2024-0107,2024-07-26,7,2024-08-06,Net 11,11,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,7010.15,8.0,560.81,7870.21,2024-09-17,1,5.0
INV-2024-0190,2024-05-17,5,2024-07-05,Net 49,49,USD,V059,Global Medical Co,"2998 Venture Blvd, Los Angeles, CO 24060",billing@global-medical.com,JY-1829735,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,6450.26,8.5,548.27,15670.86,2024-07-05,0,5.0
INV-2024-0250,2024-11-03,11,2024-11-22,Net 19,19,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,37081.81,9.0,3337.36,38813.22,2024-12-04,1,5.0
INV-2024-0087,2023-11-27,11,2024-02-05,Net 70,70,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,33318.86,8.25,2748.81,1.0,2024-02-05,0,5.0
INV-2024-0015,2024-04-02,4,2024-04-19,Net 17,17,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,41573.27,9.0,3741.59,53768.21,2024-04-19,0,5.0
INV-2024-0207,2024-08-12,8,2024-08-24,Net 12,12,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,45023.03,8.25,3714.4,49037.62,2024-09-27,1,5.0
INV-2022-0020,2022-02-21,2,2022-04-25,Net 63,63,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,37498.5,9.0,3374.86,35610.3,2022-04-25,0,5.0
INV-2022-0197,2022-11-04,11,2022-12-06,Net 32,32,USD,V004,Metro Medical Inc,"7905 Business Pkwy, Atlanta, WA 66556",billing@metro-medical.com,UA-8474447,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,47164.85,8.25,3891.1,48420.77,2022-12-26,1,5.0
INV-2024-0101,2024-06-29,6,2024-08-15,Net 47,47,USD,V050,Alpha Logistics Inc,"1560 Business Pkwy, San Francisco, OH 11605",billing@alpha-logistics.com,WP-3255363,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,28284.03,8.5,2404.14,1.0,2024-08-15,0,5.0
INV-2022-0060,2023-01-19,1,2023-02-17,Net 29,29,USD,V059,Global Medical Co,"2998 Venture Blvd, Los Angeles, CO 24060",billing@global-medical.com,JY-1829735,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,31176.86,6.25,1948.55,17421.63,2023-02-17,0,5.0
INV-2023-0147,2023-04-17,4,2023-05-17,Net 30,30,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,14173.75,8.25,1169.33,47725.74,2023-05-17,0,5.0
INV-2024-0152,2024-06-24,6,2024-08-04,Net 41,41,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,13365.3,6.25,835.33,30821.13,2024-08-04,0,5.0
INV-2024-0222,2024-07-24,7,2024-08-10,Net 17,17,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,3501.13,8.5,297.6,1.0,2024-08-15,1,5.0
INV-2024-0049,2024-07-18,7,2024-09-18,Net 62,62,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,22659.83,8.5,1926.09,19454.25,2024-09-18,0,5.0
INV-2024-0048,2024-01-12,1,2024-02-25,Net 44,44,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,12473.72,8.25,1029.08,22645.39,2024-02-25,0,5.0
INV-2023-0095,2023-05-05,5,2023-05-16,Net 11,11,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,14097.84,8.5,1198.32,17909.03,2023-05-16,0,5.0
INV-2022-0137,2022-09-18,9,2022-10-10,Net 22,22,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",25,21924.39,8.5,1863.57,37597.17,2022-10-10,0,5.0
INV-2024-0270,2024-01-17,1,2024-02-02,Net 16,16,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,10854.68,7.5,814.1,12510.46,2024-02-02,0,5.0
INV-2023-0054,2023-08-24,8,2023-10-22,Net 59,59,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,39760.57,7.5,2982.04,63210.05,2023-12-05,1,5.0
INV-2024-0202,2024-09-03,9,2024-09-19,Net 16,16,USD,V070,Swift Logistics Inc,"1954 Business Pkwy, Miami, NY 73374",billing@swift-logistics.com,UO-1318408,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,32008.66,8.0,2560.69,26918.19,2024-09-19,0,5.0
INV-2023-0119,2023-10-26,10,2023-12-07,Net 42,42,USD,V064,Swift Labs Inc,"6128 Market St, Chicago, FL 50631",billing@swift-labs.com,OH-7356228,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,13347.32,6.25,834.21,31996.77,2023-12-07,0,5.0
INV-2023-0170,2023-07-08,7,2023-08-20,Net 43,43,USD,V087,Bright Energy LLC,"5575 Trade Center Dr, New York, CA 49952",billing@bright-energy.com,EY-6888997,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,31305.99,7.0,2191.42,47894.77,2023-10-03,1,5.0
INV-2024-0253,2024-08-26,8,2024-09-30,Net 35,35,USD,V029,Nexus Freight Group,"639 Enterprise Ave, Atlanta, FL 30159",billing@nexus-freight.com,VQ-5010912,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,35066.4,7.5,2629.98,15022.87,2024-09-30,0,5.0
INV-2022-0134,2022-07-15,7,2022-08-19,Net 35,35,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,8502.74,8.5,722.73,13459.43,2022-08-19,0,5.0
INV-2023-0017,2023-01-24,1,2023-02-08,Net 15,15,USD,V094,Pioneer Supplies Inc,"160 Innovation Rd, Seattle, CO 23350",billing@pioneer-supplies.com,CC-6787749,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,33496.72,7.5,2512.25,36631.29,2023-02-08,0,5.0
INV-2022-0242,2022-09-03,9,2022-09-21,Net 18,18,USD,V086,Swift Consulting Group,"6909 Venture Blvd, Houston, GA 84532",billing@swift-consulting.com,KF-2014929,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,1099.1,7.0,76.94,1.0,2022-09-21,0,5.0
INV-2024-0176,2024-12-11,12,2025-02-09,Net 60,60,USD,V092,Pinnacle Capital Co,"7579 Commerce Blvd, Seattle, FL 84478",billing@pinnacle-capital.com,TS-6703394,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,40335.28,8.25,3327.66,53809.57,2025-03-21,1,5.0
INV-2023-0233,2023-12-28,12,2024-03-07,Net 70,70,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,40509.63,8.5,3443.32,25987.22,2024-04-05,1,5.0
INV-2023-0006,2022-09-26,9,2022-11-15,Net 50,50,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,521.92,8.0,41.75,1.0,2022-11-15,0,5.0
INV-2024-0122,2024-06-10,6,2024-07-27,Net 47,47,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,24986.42,6.25,1561.65,35999.6,2024-07-27,0,5.0
INV-2024-0137,2023-12-06,12,2024-02-18,Net 74,74,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,37836.12,7.5,2837.71,49504.09,2024-03-28,1,5.0
INV-2023-0125,2023-05-30,5,2023-07-03,Net 34,34,USD,V091,Pioneer Logistics Co,"8440 Innovation Rd, Los Angeles, TX 34762",billing@pioneer-logistics.com,GH-1378165,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,31290.96,8.25,2581.5,40525.14,2023-07-23,1,5.0
INV-2024-0003,2024-04-24,4,2024-05-24,Net 30,30,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,33003.24,7.0,2310.23,2737.37,2024-05-24,0,5.0
INV-2022-0136,2022-05-24,5,2022-06-18,Net 25,25,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,5539.28,7.0,387.75,15119.05,2022-06-18,0,5.0
INV-2023-0066,2023-05-12,5,2023-05-27,Net 15,15,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,2282.93,6.25,142.68,1.0,2023-07-11,1,5.0
INV-2023-0121,2023-06-09,6,2023-06-24,Net 15,15,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,29290.3,7.5,2196.77,32720.47,2023-07-15,1,5.0
INV-2024-0232,2025-01-29,1,2025-03-12,Net 42,42,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,14483.56,8.0,1158.68,1.0,2025-03-12,0,5.0
INV-2024-0168,2024-08-09,8,2024-09-10,Net 32,32,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,20346.62,8.5,1729.46,18591.79,2024-09-10,0,5.0
INV-2023-0259,2024-01-22,1,2024-03-10,Net 48,48,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,10631.67,8.25,877.11,15805.06,2024-03-29,1,5.0
INV-2024-0227,2025-02-17,2,2025-04-14,Net 56,56,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,4022.34,8.0,321.79,26925.33,2025-04-14,0,5.0
INV-2023-0103,2023-04-20,4,2023-05-23,Net 33,33,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,20765.9,7.5,1557.44,97236.51,2023-05-23,0,5.0
INV-2022-0085,2022-07-03,7,2022-09-01,Net 60,60,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,38808.36,7.0,2716.59,7311.17,2022-09-01,0,5.0
INV-2023-0015,2023-04-22,4,2023-04-23,Net 1,1,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,27185.18,8.0,2174.81,31748.06,2023-04-28,1,5.0
INV-2023-0158,2023-08-20,8,2023-09-06,Net 17,17,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,500.58,6.25,31.29,12507.74,2023-09-12,1,5.0
INV-2023-0021,2023-05-02,5,2023-05-27,Net 25,25,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,11693.2,8.5,993.92,20327.74,2023-06-16,1,5.0
INV-2024-0275,2024-12-15,12,2025-02-09,Net 56,56,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,3069.1,8.0,245.53,1.0,2025-02-09,0,5.0
INV-2023-0256,2023-12-02,12,2024-01-20,Net 49,49,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,37223.87,8.25,3070.97,29521.89,2024-01-20,0,5.0
INV-2022-0053,2022-01-23,1,2022-03-09,Net 45,45,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,35774.76,7.5,2683.11,34604.82,2022-04-14,1,5.0
INV-2022-0177,2022-08-09,8,2022-11-01,Net 84,84,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,33220.21,7.5,2491.52,10106.34,2022-11-01,0,5.0
INV-2022-0231,2022-09-11,9,2022-11-05,Net 55,55,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,39141.27,6.25,2446.33,26202.36,2022-12-07,1,5.0
INV-2023-0178,2023-09-29,9,2023-10-29,Net 30,30,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,30276.92,8.0,2422.15,29980.85,2023-10-29,0,5.0
INV-2022-0122,2022-08-23,8,2022-09-10,Net 18,18,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,39146.23,9.0,3523.16,37847.24,2022-10-16,1,5.0
INV-2022-0011,2021-12-17,12,2021-12-21,Net 4,4,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,35011.86,9.0,3151.07,32657.06,2021-12-22,1,5.0
INV-2023-0264,2023-12-25,12,2024-01-05,Net 11,11,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,42598.34,6.25,2662.4,45718.16,2024-02-15,1,5.0
INV-2024-0057,2024-03-16,3,2024-03-31,Net 15,15,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,11062.97,8.0,885.04,31446.34,2024-03-31,0,5.0
INV-2022-0074,2022-07-11,7,2022-07-12,Net 1,1,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,36489.31,9.0,3284.04,31853.77,2022-07-13,1,5.0
INV-2024-0038,2024-01-18,1,2024-03-09,Net 51,51,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",23,25580.3,8.0,2046.42,13248.39,2024-03-09,0,5.0
INV-2022-0142,2022-06-22,6,2022-08-06,Net 45,45,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,6656.95,8.5,565.84,15825.21,2022-08-06,0,5.0
INV-2023-0031,2023-07-16,7,2023-08-18,Net 33,33,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,28169.54,8.25,2323.99,71683.76,2023-08-18,0,5.0
INV-2023-0163,2023-06-26,6,2023-07-17,Net 21,21,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,3057.6,6.25,191.1,7897.75,2023-08-02,1,5.0
INV-2024-0114,2024-03-29,3,2024-06-17,Net 80,80,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,48094.91,8.5,4088.07,50865.61,2024-06-17,0,5.0
INV-2024-0263,2025-01-10,1,2025-03-04,Net 53,53,USD,V076,Bright Cloud Inc,"4624 Innovation Rd, Austin, CA 43536",billing@bright-cloud.com,NS-1703662,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,43332.14,8.0,3466.57,60504.92,2025-03-04,0,5.0
INV-2023-0171,2023-07-19,7,2023-09-30,Net 73,73,USD,V044,Global Systems Inc,"1376 Market St, Chicago, OH 18717",billing@global-systems.com,ZW-1067661,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,43634.99,7.5,3272.62,44715.21,2023-09-30,0,5.0
INV-2022-0067,2022-03-02,3,2022-04-27,Net 56,56,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,31431.27,7.5,2357.35,41501.4,2022-04-27,0,5.0
INV-2023-0219,2023-11-23,11,2023-12-12,Net 19,19,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,12751.75,8.0,1020.14,5632.38,2023-12-24,1,5.0
INV-2023-0250,2023-10-15,10,2023-12-02,Net 48,48,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,17971.45,6.25,1123.22,4354.02,2023-12-02,0,5.0
INV-2024-0153,2023-11-15,11,2023-11-27,Net 12,12,USD,V005,Apex Logistics Co,"7104 Corporate Ln, Austin, AZ 77215",billing@apex-logistics.com,SE-9744220,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,30472.49,7.5,2285.44,43261.13,2024-01-07,1,5.0
INV-2022-0156,2022-09-01,9,2022-09-27,Net 26,26,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,4069.5,8.5,345.91,1.0,2022-09-27,0,5.0
INV-2022-0001,2021-12-18,12,2022-01-08,Net 21,21,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,39350.66,9.0,3541.56,113432.77,2022-01-08,0,5.0
INV-2022-0149,2022-11-29,11,2023-01-14,Net 46,46,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,39370.81,8.25,3248.09,40410.88,2023-02-12,1,5.0
INV-2024-0058,2024-02-13,2,2024-03-24,Net 40,40,USD,V024,Nexus Marketing Group,"6719 Innovation Rd, Atlanta, GA 62224",billing@nexus-marketing.com,CM-6304509,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,45779.19,7.0,3204.54,49540.37,2024-03-24,0,5.0
INV-2023-0166,2023-07-20,7,2023-08-08,Net 19,19,USD,V074,Summit Systems LLC,"5688 Commerce Blvd, Miami, TX 56163",billing@summit-systems.com,IQ-3412149,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,48548.49,8.25,4005.25,48946.4,2023-08-08,0,5.0
INV-2022-0083,2022-06-28,6,2022-07-09,Net 11,11,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,35375.44,6.25,2210.97,32701.66,2022-07-21,1,5.0
INV-2024-0141,2024-05-16,5,2024-06-27,Net 42,42,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,10663.98,6.25,666.5,14987.48,2024-06-27,0,5.0
INV-2022-0132,2022-06-10,6,2022-08-17,Net 68,68,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,34644.05,7.0,2425.08,16491.6,2022-08-17,0,5.0
INV-2024-0102,2024-11-08,11,2024-12-13,Net 35,35,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,47595.45,7.5,3569.66,56691.59,2025-01-02,1,5.0
INV-2022-0064,2021-10-30,10,2021-12-19,Net 50,50,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,32600.99,8.5,2771.08,34348.27,2021-12-19,0,5.0
INV-2022-0087,2022-07-12,7,2022-08-12,Net 31,31,USD,V022,Acme Capital Inc,"8802 Corporate Ln, Atlanta, FL 45909",billing@acme-capital.com,SL-9415398,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,12919.21,7.0,904.34,10393.85,2022-08-12,0,5.0
INV-2022-0101,2022-05-30,5,2022-08-02,Net 64,64,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,15988.92,8.0,1279.11,1.0,2022-08-02,0,5.0
INV-2024-0211,2024-09-24,9,2024-09-25,Net 1,1,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,47363.32,7.0,3315.43,39944.98,2024-10-10,1,5.0
