invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late,epsilon
INV-2024-0152,2023-02-07,2,2023-05-08,Net 90,90,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",28,13365.3,6.25,835.33,33412.31,2023-05-08,0,0.5
INV-2024-0222,2021-01-01,1,2021-01-02,Net 1,1,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,3501.13,8.5,297.6,1.0,2021-01-07,1,0.5
INV-2024-0049,2022-11-05,11,2023-02-03,Net 90,90,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,22659.83,8.5,1926.09,1.0,2023-02-03,0,0.5
INV-2024-0048,2025-12-31,12,2026-01-05,Net 5,5,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,12473.72,8.25,1029.08,73291.67,2026-01-05,0,0.5
INV-2023-0095,2025-12-31,12,2026-01-01,Net 1,1,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,14097.84,8.5,1198.32,151985.7,2026-01-01,0,0.5
INV-2022-0137,2024-03-20,3,2024-03-21,Net 1,1,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,21924.39,8.5,1863.57,166440.67,2024-03-21,0,0.5
INV-2024-0270,2025-12-31,12,2026-01-01,Net 1,1,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,10854.68,7.5,814.1,13405.63,2026-01-01,0,0.5
INV-2023-0054,2023-02-23,2,2023-05-24,Net 90,90,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,39760.57,7.5,2982.04,81046.07,2023-07-07,1,0.5
INV-2024-0202,2025-09-16,9,2025-09-17,Net 1,1,USD,V070,Swift Logistics Inc,"1954 Business Pkwy, Miami, NY 73374",billing@swift-logistics.com,UO-1318408,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,32008.66,8.0,2560.69,139798.88,2025-09-17,0,0.5
INV-2023-0119,2023-06-27,6,2023-07-27,Net 30,30,USD,V064,Swift Labs Inc,"6128 Market St, Chicago, FL 50631",billing@swift-labs.com,OH-7356228,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,13347.32,6.25,834.21,1.0,2023-07-27,0,0.5
INV-2023-0170,2021-01-01,1,2021-02-17,Net 47,47,USD,V087,Bright Energy LLC,"5575 Trade Center Dr, New York, CA 49952",billing@bright-energy.com,EY-6888997,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,31305.99,7.0,2191.42,1.0,2021-04-02,1,0.5
INV-2024-0253,2025-12-31,12,2026-03-31,Net 90,90,USD,V029,Nexus Freight Group,"639 Enterprise Ave, Atlanta, FL 30159",billing@nexus-freight.com,VQ-5010912,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,35066.4,7.5,2629.98,1.0,2026-03-31,0,0.5
INV-2022-0134,2025-12-07,12,2026-03-07,Net 90,90,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,8502.74,8.5,722.73,1.0,2026-03-07,0,0.5
INV-2023-0017,2021-01-01,1,2021-01-02,Net 1,1,USD,V094,Pioneer Supplies Inc,"160 Innovation Rd, Seattle, CO 23350",billing@pioneer-supplies.com,CC-6787749,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,33496.72,7.5,2512.25,130373.39,2021-01-02,0,0.5
INV-2022-0242,2023-05-16,5,2023-06-15,Net 30,30,USD,V086,Swift Consulting Group,"6909 Venture Blvd, Houston, GA 84532",billing@swift-consulting.com,KF-2014929,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,1099.1,7.0,76.94,102658.57,2023-06-15,0,0.5
INV-2024-0176,2024-12-25,12,2025-03-25,Net 90,90,USD,V092,Pinnacle Capital Co,"7579 Commerce Blvd, Seattle, FL 84478",billing@pinnacle-capital.com,TS-6703394,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,40335.28,8.25,3327.66,110242.29,2025-05-04,1,0.5
INV-2023-0233,2024-01-11,1,2024-04-10,Net 90,90,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,40509.63,8.5,3443.32,140699.94,2024-05-09,1,0.5
INV-2023-0006,2023-01-14,1,2023-01-15,Net 1,1,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",28,521.92,8.0,41.75,1.0,2023-01-15,0,0.5
INV-2024-0122,2025-12-31,12,2026-03-15,Net 74,74,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,24986.42,6.25,1561.65,1.0,2026-03-15,0,0.5
INV-2024-0137,2022-07-31,7,2022-10-29,Net 90,90,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",43,37836.12,7.5,2837.71,66532.55,2022-12-07,1,0.5
INV-2023-0125,2021-01-01,1,2021-04-01,Net 90,90,USD,V091,Pioneer Logistics Co,"8440 Innovation Rd, Los Angeles, TX 34762",billing@pioneer-logistics.com,GH-1378165,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,31290.96,8.25,2581.5,31140.53,2021-04-21,1,0.5
INV-2024-0003,2021-01-01,1,2021-01-02,Net 1,1,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,33003.24,7.0,2310.23,119666.85,2021-01-02,0,0.5
INV-2022-0136,2021-09-06,9,2021-09-07,Net 1,1,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,5539.28,7.0,387.75,80840.46,2021-09-07,0,0.5
INV-2023-0066,2021-01-01,1,2021-04-01,Net 90,90,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,2282.93,6.25,142.68,8963.11,2021-05-16,1,0.5
INV-2023-0121,2023-08-22,8,2023-09-13,Net 22,22,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",47,29290.3,7.5,2196.77,1.0,2023-10-04,1,0.5
INV-2024-0232,2022-12-21,12,2023-03-21,Net 90,90,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",21,14483.56,8.0,1158.68,1.0,2023-03-21,0,0.5
INV-2024-0168,2024-11-06,11,2024-11-07,Net 1,1,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",30,20346.62,8.5,1729.46,9160.51,2024-11-07,0,0.5
INV-2023-0259,2024-11-23,11,2024-11-24,Net 1,1,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,10631.67,8.25,877.11,221618.04,2024-12-13,1,0.5
INV-2024-0227,2024-12-13,12,2025-03-13,Net 90,90,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,4022.34,8.0,321.79,141590.98,2025-03-13,0,0.5
INV-2023-0103,2024-10-16,10,2024-10-17,Net 1,1,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,20765.9,7.5,1557.44,188656.66,2024-10-17,0,0.5
INV-2022-0085,2024-02-12,2,2024-05-12,Net 90,90,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,38808.36,7.0,2716.59,37016.03,2024-05-12,0,0.5
INV-2023-0015,2022-11-21,11,2022-11-22,Net 1,1,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,27185.18,8.0,2174.81,67760.57,2022-11-27,1,0.5
INV-2023-0158,2025-12-31,12,2026-01-01,Net 1,1,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,500.58,6.25,31.29,11228.53,2026-01-07,1,0.5
INV-2023-0021,2021-11-25,11,2021-12-10,Net 15,15,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",26,11693.2,8.5,993.92,411310.56,2021-12-30,1,0.5
INV-2024-0275,2025-12-31,12,2026-03-23,Net 82,82,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",31,3069.1,8.0,245.53,1.0,2026-03-23,0,0.5
INV-2023-0256,2022-12-15,12,2022-12-16,Net 1,1,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,37223.87,8.25,3070.97,4210.86,2022-12-16,0,0.5
INV-2022-0053,2021-09-08,9,2021-12-07,Net 90,90,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",38,35774.76,7.5,2683.11,22632.24,2022-01-12,1,0.5
INV-2022-0177,2023-05-15,5,2023-06-04,Net 20,20,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",29,33220.21,7.5,2491.52,1.0,2023-06-04,0,0.5
INV-2022-0231,2021-01-01,1,2021-01-02,Net 1,1,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,39141.27,6.25,2446.33,144712.53,2021-02-03,1,0.5
INV-2023-0178,2021-01-01,1,2021-01-18,Net 17,17,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,30276.92,8.0,2422.15,58570.81,2021-01-18,0,0.5
INV-2022-0122,2021-09-28,9,2021-09-29,Net 1,1,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,39146.23,9.0,3523.16,56883.92,2021-11-04,1,0.5
INV-2022-0011,2022-05-30,5,2022-08-28,Net 90,90,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,35011.86,9.0,3151.07,169065.45,2022-08-29,1,0.5
INV-2023-0264,2025-03-10,3,2025-03-18,Net 8,8,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,42598.34,6.25,2662.4,1.0,2025-04-28,1,0.5
INV-2024-0057,2021-01-01,1,2021-01-02,Net 1,1,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,11062.97,8.0,885.04,116502.3,2021-01-02,0,0.5
INV-2022-0074,2024-02-04,2,2024-02-05,Net 1,1,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,36489.31,9.0,3284.04,29415.42,2024-02-06,1,0.5
INV-2024-0038,2021-01-01,1,2021-01-21,Net 20,20,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,25580.3,8.0,2046.42,115870.05,2021-01-21,0,0.5
INV-2022-0142,2023-10-18,10,2023-10-19,Net 1,1,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",45,6656.95,8.5,565.84,33462.55,2023-10-19,0,0.5
INV-2023-0031,2022-04-13,4,2022-04-29,Net 16,16,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,28169.54,8.25,2323.99,222357.71,2022-04-29,0,0.5
INV-2023-0163,2024-05-19,5,2024-05-20,Net 1,1,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,3057.6,6.25,191.1,1.0,2024-06-05,1,0.5
INV-2024-0114,2024-11-30,11,2025-02-18,Net 80,80,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,48094.91,8.5,4088.07,1476.48,2025-02-18,0,0.5
INV-2024-0263,2025-01-29,1,2025-03-13,Net 43,43,USD,V076,Bright Cloud Inc,"4624 Innovation Rd, Austin, CA 43536",billing@bright-cloud.com,NS-1703662,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,43332.14,8.0,3466.57,150372.79,2025-03-13,0,0.5
INV-2023-0171,2021-01-01,1,2021-02-03,Net 33,33,USD,V044,Global Systems Inc,"1376 Market St, Chicago, OH 18717",billing@global-systems.com,ZW-1067661,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,43634.99,7.5,3272.62,1.0,2021-02-03,0,0.5
INV-2022-0067,2022-01-25,1,2022-01-26,Net 1,1,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,31431.27,7.5,2357.35,104882.1,2022-01-26,0,0.5
INV-2023-0219,2025-12-31,12,2026-03-31,Net 90,90,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,12751.75,8.0,1020.14,1.0,2026-04-12,1,0.5
INV-2023-0250,2022-10-18,10,2023-01-16,Net 90,90,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",25,17971.45,6.25,1123.22,1.0,2023-01-16,0,0.5
INV-2024-0153,2024-05-01,5,2024-05-02,Net 1,1,USD,V005,Apex Logistics Co,"7104 Corporate Ln, Austin, AZ 77215",billing@apex-logistics.com,SE-9744220,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,30472.49,7.5,2285.44,1.0,2024-06-12,1,0.5
INV-2022-0156,2021-11-23,11,2021-11-24,Net 1,1,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",35,4069.5,8.5,345.91,19050.68,2021-11-24,0,0.5
INV-2022-0001,2022-09-09,9,2022-12-08,Net 90,90,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,39350.66,9.0,3541.56,48027.35,2022-12-08,0,0.5
INV-2022-0149,2025-12-31,12,2026-03-31,Net 90,90,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",28,39370.81,8.25,3248.09,1.0,2026-04-29,1,0.5
INV-2024-0058,2024-11-03,11,2024-11-04,Net 1,1,USD,V024,Nexus Marketing Group,"6719 Innovation Rd, Atlanta, GA 62224",billing@nexus-marketing.com,CM-6304509,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,45779.19,7.0,3204.54,1.0,2024-11-04,0,0.5
INV-2023-0166,2024-09-28,9,2024-09-29,Net 1,1,USD,V074,Summit Systems LLC,"5688 Commerce Blvd, Miami, TX 56163",billing@summit-systems.com,IQ-3412149,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,48548.49,8.25,4005.25,75427.36,2024-09-29,0,0.5
INV-2022-0083,2023-01-22,1,2023-01-23,Net 1,1,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,35375.44,6.25,2210.97,38498.35,2023-02-04,1,0.5
INV-2024-0141,2025-05-03,5,2025-08-01,Net 90,90,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",22,10663.98,6.25,666.5,1.0,2025-08-01,0,0.5
INV-2022-0132,2025-03-05,3,2025-03-12,Net 7,7,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,34644.05,7.0,2425.08,103787.6,2025-03-12,0,0.5
INV-2024-0102,2025-12-31,12,2026-02-28,Net 59,59,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,47595.45,7.5,3569.66,97445.67,2026-03-20,1,0.5
INV-2022-0064,2021-09-06,9,2021-09-21,Net 15,15,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,32600.99,8.5,2771.08,268062.85,2021-09-21,0,0.5
INV-2022-0087,2025-12-31,12,2026-01-20,Net 20,20,USD,V022,Acme Capital Inc,"8802 Corporate Ln, Atlanta, FL 45909",billing@acme-capital.com,SL-9415398,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",23,12919.21,7.0,904.34,1.0,2026-01-20,0,0.5
INV-2022-0101,2023-01-20,1,2023-01-21,Net 1,1,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,15988.92,8.0,1279.11,1.0,2023-01-21,0,0.5
INV-2024-0211,2022-10-20,10,2022-10-21,Net 1,1,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,47363.32,7.0,3315.43,167716.62,2022-11-05,1,0.5
INV-2022-0077,2021-01-01,1,2021-01-02,Net 1,1,USD,V059,Global Medical Co,"2998 Venture Blvd, Los Angeles, CO 24060",billing@global-medical.com,JY-1829735,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",27,44208.19,7.5,3315.61,56131.34,2021-01-02,0,0.5
INV-2024-0112,2025-06-24,6,2025-09-22,Net 90,90,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,20703.51,6.25,1293.97,1.0,2025-09-22,0,0.5
INV-2023-0052,2024-07-25,7,2024-10-12,Net 79,79,USD,V007,Pinnacle Legal LLC,"6765 Business Pkwy, San Francisco, FL 78385",billing@pinnacle-legal.com,TJ-4693305,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,22787.59,6.25,1424.22,1.0,2024-10-21,1,0.5
INV-2022-0214,2023-12-13,12,2023-12-14,Net 1,1,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,48861.84,6.25,3053.86,222729.38,2023-12-14,0,0.5
INV-2023-0196,2021-11-02,11,2021-11-03,Net 1,1,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,5084.96,7.5,381.37,1.0,2021-11-28,1,0.5
INV-2022-0008,2021-11-21,11,2022-02-03,Net 74,74,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,40953.99,7.5,3071.55,1.0,2022-02-03,0,0.5
INV-2024-0034,2023-06-20,6,2023-08-15,Net 56,56,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",31,27570.36,6.25,1723.15,1.0,2023-09-04,1,0.5
INV-2022-0147,2022-11-14,11,2023-02-12,Net 90,90,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,41009.29,9.0,3690.84,1.0,2023-02-12,0,0.5
INV-2023-0135,2025-12-31,12,2026-01-25,Net 25,25,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,11113.12,8.25,916.83,62207.27,2026-02-28,1,0.5
INV-2023-0254,2021-01-01,1,2021-01-02,Net 1,1,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,36770.31,7.0,2573.92,100575.8,2021-01-02,0,0.5
INV-2022-0079,2021-01-01,1,2021-01-02,Net 1,1,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,16985.23,7.0,1188.97,71553.64,2021-01-02,0,0.5
INV-2022-0165,2024-07-29,7,2024-10-27,Net 90,90,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,39445.09,7.5,2958.38,1.0,2024-10-27,0,0.5
INV-2023-0013,2023-01-22,1,2023-02-16,Net 25,25,USD,V065,Delta Tech Group,"2991 Industrial Dr, Austin, NY 85683",billing@delta-tech.com,DZ-8726890,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,14929.04,8.5,1268.97,1.0,2023-02-16,0,0.5
INV-2022-0007,2025-03-22,3,2025-04-30,Net 39,39,USD,V073,Acme Systems Group,"3672 Innovation Rd, Dallas, TX 47148",billing@acme-systems.com,KV-6786265,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,40086.08,9.0,3607.75,77757.22,2025-05-28,1,0.5
INV-2023-0072,2025-03-29,3,2025-03-30,Net 1,1,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",30,33489.92,7.5,2511.74,1.0,2025-03-30,0,0.5
INV-2022-0138,2021-01-01,1,2021-04-01,Net 90,90,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,32078.74,8.5,2726.69,1.0,2021-04-01,0,0.5
