invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late
INV-2024-0107,2024-06-02,6,2024-06-17,Net 15,15,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,7010.15,8.0,560.81,7570.96,2024-07-29,1
INV-2024-0190,2024-08-31,8,2024-10-15,Net 45,45,USD,V059,Global Medical Co,"2998 Venture Blvd, Los Angeles, CO 24060",billing@global-medical.com,JY-1829735,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,6450.26,8.5,548.27,6998.53,2024-10-15,0
INV-2024-0250,2024-11-11,11,2024-11-26,Net 15,15,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,37081.81,9.0,3337.36,40419.17,2024-12-08,1
INV-2024-0087,2024-04-28,4,2024-06-27,Net 60,60,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,33318.86,8.25,2748.81,36067.67,2024-06-27,0
INV-2024-0015,2024-01-18,1,2024-02-02,Net 15,15,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,41573.27,9.0,3741.59,45314.86,2024-02-02,0
INV-2024-0207,2024-09-15,9,2024-09-30,Net 15,15,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,45023.03,8.25,3714.4,48737.43,2024-11-03,1
INV-2022-0020,2022-01-21,1,2022-03-22,Net 60,60,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,37498.5,9.0,3374.86,40873.36,2022-03-22,0
INV-2022-0197,2022-10-30,10,2022-11-29,Net 30,30,USD,V004,Metro Medical Inc,"7905 Business Pkwy, Atlanta, WA 66556",billing@metro-medical.com,UA-8474447,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,47164.85,8.25,3891.1,51055.95,2022-12-19,1
INV-2024-0101,2024-05-18,5,2024-07-02,Net 45,45,USD,V050,Alpha Logistics Inc,"1560 Business Pkwy, San Francisco, OH 11605",billing@alpha-logistics.com,WP-3255363,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,28284.03,8.5,2404.14,30688.17,2024-07-02,0
INV-2022-0060,2022-03-25,3,2022-04-24,Net 30,30,USD,V059,Global Medical Co,"2998 Venture Blvd, Los Angeles, CO 24060",billing@global-medical.com,JY-1829735,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,31176.86,6.25,1948.55,33125.41,2022-04-24,0
INV-2023-0147,2023-07-24,7,2023-09-07,Net 45,45,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,14173.75,8.25,1169.33,15343.08,2023-09-07,0
INV-2024-0152,2024-07-22,7,2024-09-05,Net 45,45,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,13365.3,6.25,835.33,14200.63,2024-09-05,0
INV-2024-0222,2024-10-05,10,2024-11-04,Net 30,30,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,3501.13,8.5,297.6,3798.73,2024-11-09,1
INV-2024-0049,2024-03-03,3,2024-05-02,Net 60,60,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,22659.83,8.5,1926.09,24585.92,2024-05-02,0
INV-2024-0048,2024-03-02,3,2024-04-16,Net 45,45,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,12473.72,8.25,1029.08,13502.8,2024-04-16,0
INV-2023-0095,2023-05-07,5,2023-05-22,Net 15,15,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,14097.84,8.5,1198.32,15296.16,2023-05-22,0
INV-2022-0137,2022-07-27,7,2022-08-26,Net 30,30,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,21924.39,8.5,1863.57,23787.96,2022-08-26,0
INV-2024-0270,2024-12-19,12,2025-01-03,Net 15,15,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,10854.68,7.5,814.1,11668.78,2025-01-03,0
INV-2023-0054,2023-03-06,3,2023-05-05,Net 60,60,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,39760.57,7.5,2982.04,42742.61,2023-06-18,1
INV-2024-0202,2024-09-11,9,2024-09-26,Net 15,15,USD,V070,Swift Logistics Inc,"1954 Business Pkwy, Miami, NY 73374",billing@swift-logistics.com,UO-1318408,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,32008.66,8.0,2560.69,34569.35,2024-09-26,0
INV-2023-0119,2023-06-04,6,2023-07-19,Net 45,45,USD,V064,Swift Labs Inc,"6128 Market St, Chicago, FL 50631",billing@swift-labs.com,OH-7356228,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,13347.32,6.25,834.21,14181.53,2023-07-19,0
INV-2023-0170,2023-08-14,8,2023-09-28,Net 45,45,USD,V087,Bright Energy LLC,"5575 Trade Center Dr, New York, CA 49952",billing@bright-energy.com,EY-6888997,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,31305.99,7.0,2191.42,33497.41,2023-11-11,1
INV-2024-0253,2024-11-16,11,2024-12-31,Net 45,45,USD,V029,Nexus Freight Group,"639 Enterprise Ave, Atlanta, FL 30159",billing@nexus-freight.com,VQ-5010912,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,35066.4,7.5,2629.98,37696.38,2024-12-31,0
INV-2022-0134,2022-07-18,7,2022-08-17,Net 30,30,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,8502.74,8.5,722.73,9225.47,2022-08-17,0
INV-2023-0017,2023-01-22,1,2023-02-06,Net 15,15,USD,V094,Pioneer Supplies Inc,"160 Innovation Rd, Seattle, CO 23350",billing@pioneer-supplies.com,CC-6787749,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,33496.72,7.5,2512.25,36008.97,2023-02-06,0
INV-2022-0242,2022-12-15,12,2022-12-30,Net 15,15,USD,V086,Swift Consulting Group,"6909 Venture Blvd, Houston, GA 84532",billing@swift-consulting.com,KF-2014929,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,1099.1,7.0,76.94,1176.04,2022-12-30,0
INV-2024-0176,2024-08-17,8,2024-10-16,Net 60,60,USD,V092,Pinnacle Capital Co,"7579 Commerce Blvd, Seattle, FL 84478",billing@pinnacle-capital.com,TS-6703394,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,40335.28,8.25,3327.66,43662.94,2024-11-25,1
INV-2023-0233,2023-11-24,11,2024-01-08,Net 45,45,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,40509.63,8.5,3443.32,43952.95,2024-02-06,1
INV-2023-0006,2023-01-13,1,2023-03-14,Net 60,60,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,521.92,8.0,41.75,563.67,2023-03-14,0
INV-2024-0122,2024-06-17,6,2024-07-17,Net 30,30,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,24986.42,6.25,1561.65,26548.07,2024-07-17,0
INV-2024-0137,2024-07-04,7,2024-09-02,Net 60,60,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,37836.12,7.5,2837.71,40673.83,2024-10-11,1
INV-2023-0125,2023-06-11,6,2023-07-11,Net 30,30,USD,V091,Pioneer Logistics Co,"8440 Innovation Rd, Los Angeles, TX 34762",billing@pioneer-logistics.com,GH-1378165,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,31290.96,8.25,2581.5,33872.46,2023-07-31,1
INV-2024-0003,2024-01-04,1,2024-02-18,Net 45,45,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,33003.24,7.0,2310.23,35313.47,2024-02-18,0
INV-2022-0136,2022-07-25,7,2022-08-09,Net 15,15,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,5539.28,7.0,387.75,5927.03,2022-08-09,0
INV-2023-0066,2023-03-31,3,2023-04-15,Net 15,15,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,2282.93,6.25,142.68,2425.61,2023-05-30,1
INV-2023-0121,2023-06-05,6,2023-06-20,Net 15,15,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,29290.3,7.5,2196.77,31487.07,2023-07-11,1
INV-2024-0232,2024-10-13,10,2024-12-12,Net 60,60,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,14483.56,8.0,1158.68,15642.24,2024-12-12,0
INV-2024-0168,2024-08-13,8,2024-09-12,Net 30,30,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,20346.62,8.5,1729.46,22076.08,2024-09-12,0
INV-2023-0259,2023-12-27,12,2024-02-10,Net 45,45,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,10631.67,8.25,877.11,11508.78,2024-02-29,1
INV-2024-0227,2024-10-10,10,2024-12-09,Net 60,60,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,4022.34,8.0,321.79,4344.13,2024-12-09,0
INV-2023-0103,2023-05-16,5,2023-05-31,Net 15,15,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,20765.9,7.5,1557.44,22323.34,2023-05-31,0
INV-2022-0085,2022-04-27,4,2022-06-26,Net 60,60,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,38808.36,7.0,2716.59,41524.95,2022-06-26,0
INV-2023-0015,2023-01-21,1,2023-02-05,Net 15,15,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,27185.18,8.0,2174.81,29359.99,2023-02-10,1
INV-2023-0158,2023-08-07,8,2023-09-06,Net 30,30,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,500.58,6.25,31.29,531.87,2023-09-12,1
INV-2023-0021,2023-01-30,1,2023-03-01,Net 30,30,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,11693.2,8.5,993.92,12687.12,2023-03-21,1
INV-2024-0275,2024-12-23,12,2025-02-21,Net 60,60,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,3069.1,8.0,245.53,3314.63,2025-02-21,0
INV-2023-0256,2023-12-22,12,2024-02-05,Net 45,45,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,37223.87,8.25,3070.97,40294.84,2024-02-05,0
INV-2022-0053,2022-03-13,3,2022-04-12,Net 30,30,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,35774.76,7.5,2683.11,38457.87,2022-05-18,1
INV-2022-0177,2022-10-01,10,2022-11-30,Net 60,60,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,33220.21,7.5,2491.52,35711.73,2022-11-30,0
INV-2022-0231,2022-12-04,12,2023-01-03,Net 30,30,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,39141.27,6.25,2446.33,41587.6,2023-02-04,1
INV-2023-0178,2023-08-30,8,2023-09-29,Net 30,30,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,30276.92,8.0,2422.15,32699.07,2023-09-29,0
INV-2022-0122,2022-06-15,6,2022-06-30,Net 15,15,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,39146.23,9.0,3523.16,42669.39,2022-08-05,1
INV-2022-0011,2022-01-11,1,2022-01-26,Net 15,15,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,35011.86,9.0,3151.07,38162.93,2022-01-27,1
INV-2023-0264,2023-12-30,12,2024-01-29,Net 30,30,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,42598.34,6.25,2662.4,45260.74,2024-03-10,1
INV-2024-0057,2024-03-11,3,2024-03-26,Net 15,15,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,11062.97,8.0,885.04,11948.01,2024-03-26,0
INV-2022-0074,2022-04-12,4,2022-04-27,Net 15,15,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,36489.31,9.0,3284.04,39773.35,2022-04-28,1
INV-2024-0038,2024-02-18,2,2024-04-03,Net 45,45,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,25580.3,8.0,2046.42,27626.72,2024-04-03,0
INV-2022-0142,2022-08-02,8,2022-09-16,Net 45,45,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,6656.95,8.5,565.84,7222.79,2022-09-16,0
INV-2023-0031,2023-02-05,2,2023-03-07,Net 30,30,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,28169.54,8.25,2323.99,30493.53,2023-03-07,0
INV-2023-0163,2023-08-11,8,2023-08-26,Net 15,15,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,3057.6,6.25,191.1,3248.7,2023-09-11,1
INV-2024-0114,2024-06-07,6,2024-08-06,Net 60,60,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,48094.91,8.5,4088.07,52182.98,2024-08-06,0
INV-2024-0263,2024-12-05,12,2025-02-03,Net 60,60,USD,V076,Bright Cloud Inc,"4624 Innovation Rd, Austin, CA 43536",billing@bright-cloud.com,NS-1703662,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,43332.14,8.0,3466.57,46798.71,2025-02-03,0
INV-2023-0171,2023-08-15,8,2023-09-29,Net 45,45,USD,V044,Global Systems Inc,"1376 Market St, Chicago, OH 18717",billing@global-systems.com,ZW-1067661,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,43634.99,7.5,3272.62,46907.61,2023-09-29,0
INV-2022-0067,2022-04-02,4,2022-05-17,Net 45,45,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,31431.27,7.5,2357.35,33788.62,2022-05-17,0
INV-2023-0219,2023-11-04,11,2023-12-19,Net 45,45,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,12751.75,8.0,1020.14,13771.89,2023-12-31,1
INV-2023-0250,2023-12-15,12,2024-01-29,Net 45,45,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,17971.45,6.25,1123.22,19094.67,2024-01-29,0
INV-2024-0153,2024-07-24,7,2024-08-08,Net 15,15,USD,V005,Apex Logistics Co,"7104 Corporate Ln, Austin, AZ 77215",billing@apex-logistics.com,SE-9744220,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,30472.49,7.5,2285.44,32757.93,2024-09-18,1
INV-2022-0156,2022-08-30,8,2022-09-29,Net 30,30,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,4069.5,8.5,345.91,4415.41,2022-09-29,0
INV-2022-0001,2022-01-02,1,2022-01-17,Net 15,15,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,39350.66,9.0,3541.56,42892.22,2022-01-17,0
INV-2022-0149,2022-08-13,8,2022-09-27,Net 45,45,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,39370.81,8.25,3248.09,42618.9,2022-10-26,1
INV-2024-0058,2024-03-11,3,2024-04-10,Net 30,30,USD,V024,Nexus Marketing Group,"6719 Innovation Rd, Atlanta, GA 62224",billing@nexus-marketing.com,CM-6304509,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,45779.19,7.0,3204.54,48983.73,2024-04-10,0
INV-2023-0166,2023-08-12,8,2023-08-27,Net 15,15,USD,V074,Summit Systems LLC,"5688 Commerce Blvd, Miami, TX 56163",billing@summit-systems.com,IQ-3412149,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,48548.49,8.25,4005.25,52553.74,2023-08-27,0
INV-2022-0083,2022-04-26,4,2022-05-11,Net 15,15,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,35375.44,6.25,2210.97,37586.41,2022-05-23,1
INV-2024-0141,2024-07-06,7,2024-08-20,Net 45,45,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,10663.98,6.25,666.5,11330.48,2024-08-20,0
INV-2022-0132,2022-07-13,7,2022-09-11,Net 60,60,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,34644.05,7.0,2425.08,37069.13,2022-09-11,0
INV-2024-0102,2024-05-20,5,2024-07-04,Net 45,45,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,47595.45,7.5,3569.66,51165.11,2024-07-24,1
INV-2022-0064,2022-03-31,3,2022-05-30,Net 60,60,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,32600.99,8.5,2771.08,35372.07,2022-05-30,0
INV-2022-0087,2022-05-02,5,2022-06-16,Net 45,45,USD,V022,Acme Capital Inc,"8802 Corporate Ln, Atlanta, FL 45909",billing@acme-capital.com,SL-9415398,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,12919.21,7.0,904.34,13823.55,2022-06-16,0
INV-2022-0101,2022-05-23,5,2022-07-22,Net 60,60,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,15988.92,8.0,1279.11,17268.03,2022-07-22,0
INV-2024-0211,2024-09-20,9,2024-10-05,Net 15,15,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,47363.32,7.0,3315.43,50678.75,2024-10-20,1
INV-2022-0077,2022-04-16,4,2022-05-16,Net 30,30,USD,V059,Global Medical Co,"2998 Venture Blvd, Los Angeles, CO 24060",billing@global-medical.com,JY-1829735,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,44208.19,7.5,3315.61,47523.8,2022-05-16,0
INV-2024-0112,2024-06-05,6,2024-07-05,Net 30,30,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,20703.51,6.25,1293.97,21997.48,2024-07-05,0
INV-2023-0052,2023-03-04,3,2023-03-19,Net 15,15,USD,V007,Pinnacle Legal LLC,"6765 Business Pkwy, San Francisco, FL 78385",billing@pinnacle-legal.com,TJ-4693305,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,22787.59,6.25,1424.22,24211.81,2023-03-28,1
INV-2022-0214,2022-11-13,11,2022-12-13,Net 30,30,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,48861.84,6.25,3053.86,51915.7,2022-12-13,0
INV-2023-0196,2023-09-27,9,2023-10-27,Net 30,30,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,5084.96,7.5,381.37,5466.33,2023-11-21,1
INV-2022-0008,2022-01-09,1,2022-02-23,Net 45,45,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,40953.99,7.5,3071.55,44025.54,2022-02-23,0
INV-2024-0034,2024-02-13,2,2024-03-29,Net 45,45,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,27570.36,6.25,1723.15,29293.51,2024-04-18,1
