invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late,epsilon
INV-2024-0107,2025-12-31,12,2026-03-31,Net 90,90,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,7010.15,8.0,560.81,1.0,2026-05-12,1,0.1
INV-2024-0190,2025-12-31,12,2026-01-01,Net 1,1,USD,V059,Global Medical Co,"2998 Venture Blvd, Los Angeles, CO 24060",billing@global-medical.com,JY-1829735,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,6450.26,8.5,548.27,458540.03,2026-01-01,0,0.1
INV-2024-0250,2023-04-04,4,2023-04-05,Net 1,1,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,37081.81,9.0,3337.36,1.0,2023-04-17,1,0.1
INV-2024-0087,2021-01-01,1,2021-04-01,Net 90,90,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,33318.86,8.25,2748.81,398839.44,2021-04-01,0,0.1
INV-2024-0015,2021-01-01,1,2021-01-02,Net 1,1,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,41573.27,9.0,3741.59,1.0,2021-01-02,0,0.1
INV-2024-0207,2025-12-31,12,2026-01-01,Net 1,1,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,45023.03,8.25,3714.4,1.0,2026-02-04,1,0.1
INV-2022-0020,2021-01-01,1,2021-01-02,Net 1,1,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,37498.5,9.0,3374.86,469243.99,2021-01-02,0,0.1
INV-2022-0197,2021-07-26,7,2021-10-24,Net 90,90,USD,V004,Metro Medical Inc,"7905 Business Pkwy, Atlanta, WA 66556",billing@metro-medical.com,UA-8474447,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,47164.85,8.25,3891.1,1.0,2021-11-13,1,0.1
INV-2024-0101,2025-12-31,12,2026-01-01,Net 1,1,USD,V050,Alpha Logistics Inc,"1560 Business Pkwy, San Francisco, OH 11605",billing@alpha-logistics.com,WP-3255363,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,28284.03,8.5,2404.14,222158.0,2026-01-01,0,0.1
INV-2022-0060,2021-01-01,1,2021-01-02,Net 1,1,USD,V059,Global Medical Co,"2998 Venture Blvd, Los Angeles, CO 24060",billing@global-medical.com,JY-1829735,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,31176.86,6.25,1948.55,88754.3,2021-01-02,0,0.1
INV-2023-0147,2021-01-01,1,2021-01-02,Net 1,1,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,14173.75,8.25,1169.33,70128.82,2021-01-02,0,0.1
INV-2024-0152,2025-12-31,12,2026-03-31,Net 90,90,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,13365.3,6.25,835.33,1.0,2026-03-31,0,0.1
INV-2024-0222,2025-12-31,12,2026-01-01,Net 1,1,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,3501.13,8.5,297.6,1.0,2026-01-06,1,0.1
INV-2024-0049,2021-01-01,1,2021-04-01,Net 90,90,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,22659.83,8.5,1926.09,1186860.95,2021-04-01,0,0.1
INV-2024-0048,2021-01-01,1,2021-04-01,Net 90,90,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,12473.72,8.25,1029.08,4111.66,2021-04-01,0,0.1
INV-2023-0095,2025-12-31,12,2026-01-01,Net 1,1,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,14097.84,8.5,1198.32,1.0,2026-01-01,0,0.1
INV-2022-0137,2025-12-31,12,2026-03-31,Net 90,90,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,21924.39,8.5,1863.57,1.0,2026-03-31,0,0.1
INV-2024-0270,2021-01-01,1,2021-04-01,Net 90,90,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,10854.68,7.5,814.1,1.0,2021-04-01,0,0.1
INV-2023-0054,2025-12-31,12,2026-03-31,Net 90,90,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,39760.57,7.5,2982.04,230355.89,2026-05-14,1,0.1
INV-2024-0202,2021-01-01,1,2021-01-02,Net 1,1,USD,V070,Swift Logistics Inc,"1954 Business Pkwy, Miami, NY 73374",billing@swift-logistics.com,UO-1318408,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,32008.66,8.0,2560.69,431515.42,2021-01-02,0,0.1
INV-2023-0119,2025-12-31,12,2026-01-01,Net 1,1,USD,V064,Swift Labs Inc,"6128 Market St, Chicago, FL 50631",billing@swift-labs.com,OH-7356228,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,13347.32,6.25,834.21,1.0,2026-01-01,0,0.1
INV-2023-0170,2025-12-31,12,2026-01-01,Net 1,1,USD,V087,Bright Energy LLC,"5575 Trade Center Dr, New York, CA 49952",billing@bright-energy.com,EY-6888997,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,31305.99,7.0,2191.42,1.0,2026-02-14,1,0.1
INV-2024-0253,2021-01-01,1,2021-01-02,Net 1,1,USD,V029,Nexus Freight Group,"639 Enterprise Ave, Atlanta, FL 30159",billing@nexus-freight.com,VQ-5010912,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,35066.4,7.5,2629.98,463533.76,2021-01-02,0,0.1
INV-2022-0134,2025-12-31,12,2026-01-01,Net 1,1,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,8502.74,8.5,722.73,542212.53,2026-01-01,0,0.1
INV-2023-0017,2021-01-01,1,2021-04-01,Net 90,90,USD,V094,Pioneer Supplies Inc,"160 Innovation Rd, Seattle, CO 23350",billing@pioneer-supplies.com,CC-6787749,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,33496.72,7.5,2512.25,318505.03,2021-04-01,0,0.1
INV-2022-0242,2025-12-31,12,2026-03-31,Net 90,90,USD,V086,Swift Consulting Group,"6909 Venture Blvd, Houston, GA 84532",billing@swift-consulting.com,KF-2014929,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,1099.1,7.0,76.94,353787.9,2026-03-31,0,0.1
INV-2024-0176,2021-01-01,1,2021-04-01,Net 90,90,USD,V092,Pinnacle Capital Co,"7579 Commerce Blvd, Seattle, FL 84478",billing@pinnacle-capital.com,TS-6703394,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,40335.28,8.25,3327.66,729303.27,2021-05-11,1,0.1
INV-2023-0233,2025-12-31,12,2026-03-31,Net 90,90,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,40509.63,8.5,3443.32,25130.1,2026-04-29,1,0.1
INV-2023-0006,2025-12-31,12,2026-03-31,Net 90,90,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,521.92,8.0,41.75,1.0,2026-03-31,0,0.1
INV-2024-0122,2021-01-01,1,2021-04-01,Net 90,90,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,24986.42,6.25,1561.65,1.0,2021-04-01,0,0.1
INV-2024-0137,2023-12-23,12,2024-03-22,Net 90,90,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,37836.12,7.5,2837.71,1.0,2024-04-30,1,0.1
INV-2023-0125,2021-01-01,1,2021-01-02,Net 1,1,USD,V091,Pioneer Logistics Co,"8440 Innovation Rd, Los Angeles, TX 34762",billing@pioneer-logistics.com,GH-1378165,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,31290.96,8.25,2581.5,574626.61,2021-01-22,1,0.1
INV-2024-0003,2025-12-31,12,2026-01-01,Net 1,1,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,33003.24,7.0,2310.23,1.0,2026-01-01,0,0.1
INV-2022-0136,2025-12-31,12,2026-01-01,Net 1,1,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,5539.28,7.0,387.75,1.0,2026-01-01,0,0.1
INV-2023-0066,2025-07-17,7,2025-10-15,Net 90,90,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,2282.93,6.25,142.68,1.0,2025-11-29,1,0.1
INV-2023-0121,2025-12-31,12,2026-03-31,Net 90,90,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,29290.3,7.5,2196.77,186038.98,2026-04-21,1,0.1
INV-2024-0232,2024-08-21,8,2024-11-19,Net 90,90,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,14483.56,8.0,1158.68,236668.38,2024-11-19,0,0.1
INV-2024-0168,2024-05-20,5,2024-05-21,Net 1,1,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,20346.62,8.5,1729.46,1.0,2024-05-21,0,0.1
INV-2023-0259,2021-01-01,1,2021-01-02,Net 1,1,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,10631.67,8.25,877.11,1.0,2021-01-21,1,0.1
INV-2024-0227,2025-12-31,12,2026-03-31,Net 90,90,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,4022.34,8.0,321.79,1.0,2026-03-31,0,0.1
INV-2023-0103,2025-12-31,12,2026-01-21,Net 21,21,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,20765.9,7.5,1557.44,240641.88,2026-01-21,0,0.1
INV-2022-0085,2024-05-12,5,2024-05-13,Net 1,1,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,38808.36,7.0,2716.59,1.0,2024-05-13,0,0.1
INV-2023-0015,2025-12-31,12,2026-03-07,Net 66,66,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,27185.18,8.0,2174.81,443114.7,2026-03-12,1,0.1
INV-2023-0158,2021-01-01,1,2021-04-01,Net 90,90,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,500.58,6.25,31.29,850241.9,2021-04-07,1,0.1
INV-2023-0021,2025-04-01,4,2025-04-02,Net 1,1,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,11693.2,8.5,993.92,472258.36,2025-04-22,1,0.1
INV-2024-0275,2025-12-31,12,2026-01-01,Net 1,1,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,3069.1,8.0,245.53,476190.35,2026-01-01,0,0.1
INV-2023-0256,2021-05-19,5,2021-05-20,Net 1,1,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,37223.87,8.25,3070.97,1.0,2021-05-20,0,0.1
INV-2022-0053,2021-01-01,1,2021-01-02,Net 1,1,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,35774.76,7.5,2683.11,1.0,2021-02-07,1,0.1
INV-2022-0177,2025-08-02,8,2025-10-31,Net 90,90,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,33220.21,7.5,2491.52,1759600.93,2025-10-31,0,0.1
INV-2022-0231,2025-12-31,12,2026-03-31,Net 90,90,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,39141.27,6.25,2446.33,1.0,2026-05-02,1,0.1
INV-2023-0178,2025-12-31,12,2026-03-31,Net 90,90,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,30276.92,8.0,2422.15,1.0,2026-03-31,0,0.1
INV-2022-0122,2025-12-31,12,2026-01-01,Net 1,1,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,39146.23,9.0,3523.16,966416.89,2026-02-06,1,0.1
INV-2022-0011,2025-12-31,12,2026-01-01,Net 1,1,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,35011.86,9.0,3151.07,1.0,2026-01-02,1,0.1
INV-2023-0264,2021-01-01,1,2021-01-02,Net 1,1,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",21,42598.34,6.25,2662.4,1.0,2021-02-12,1,0.1
INV-2024-0057,2023-09-09,9,2023-11-24,Net 76,76,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,11062.97,8.0,885.04,748446.85,2023-11-24,0,0.1
INV-2022-0074,2025-12-31,12,2026-03-22,Net 81,81,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,36489.31,9.0,3284.04,1190227.86,2026-03-23,1,0.1
INV-2024-0038,2025-12-31,12,2026-01-01,Net 1,1,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,25580.3,8.0,2046.42,1.0,2026-01-01,0,0.1
INV-2022-0142,2021-01-01,1,2021-01-02,Net 1,1,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,6656.95,8.5,565.84,1.0,2021-01-02,0,0.1
INV-2023-0031,2021-01-01,1,2021-04-01,Net 90,90,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,28169.54,8.25,2323.99,1.0,2021-04-01,0,0.1
INV-2023-0163,2025-12-31,12,2026-03-31,Net 90,90,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,3057.6,6.25,191.1,1156717.46,2026-04-16,1,0.1
INV-2024-0114,2021-01-01,1,2021-01-22,Net 21,21,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,48094.91,8.5,4088.07,1.0,2021-01-22,0,0.1
INV-2024-0263,2023-11-30,11,2024-02-28,Net 90,90,USD,V076,Bright Cloud Inc,"4624 Innovation Rd, Austin, CA 43536",billing@bright-cloud.com,NS-1703662,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,43332.14,8.0,3466.57,401820.76,2024-02-28,0,0.1
INV-2023-0171,2021-01-01,1,2021-02-02,Net 32,32,USD,V044,Global Systems Inc,"1376 Market St, Chicago, OH 18717",billing@global-systems.com,ZW-1067661,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,43634.99,7.5,3272.62,583020.73,2021-02-02,0,0.1
INV-2022-0067,2025-12-31,12,2026-01-01,Net 1,1,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,31431.27,7.5,2357.35,1.0,2026-01-01,0,0.1
INV-2023-0219,2024-09-19,9,2024-12-18,Net 90,90,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",32,12751.75,8.0,1020.14,1.0,2024-12-30,1,0.1
INV-2023-0250,2021-01-01,1,2021-04-01,Net 90,90,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,17971.45,6.25,1123.22,498893.38,2021-04-01,0,0.1
INV-2024-0153,2023-08-31,8,2023-09-01,Net 1,1,USD,V005,Apex Logistics Co,"7104 Corporate Ln, Austin, AZ 77215",billing@apex-logistics.com,SE-9744220,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,30472.49,7.5,2285.44,75665.88,2023-10-12,1,0.1
INV-2022-0156,2022-12-24,12,2023-03-24,Net 90,90,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,4069.5,8.5,345.91,1.0,2023-03-24,0,0.1
INV-2022-0001,2025-12-31,12,2026-03-31,Net 90,90,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,39350.66,9.0,3541.56,175097.47,2026-03-31,0,0.1
INV-2022-0149,2021-01-01,1,2021-03-15,Net 73,73,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,39370.81,8.25,3248.09,1.0,2021-04-13,1,0.1
INV-2024-0058,2021-01-01,1,2021-04-01,Net 90,90,USD,V024,Nexus Marketing Group,"6719 Innovation Rd, Atlanta, GA 62224",billing@nexus-marketing.com,CM-6304509,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,45779.19,7.0,3204.54,1009043.55,2021-04-01,0,0.1
INV-2023-0166,2021-01-01,1,2021-01-02,Net 1,1,USD,V074,Summit Systems LLC,"5688 Commerce Blvd, Miami, TX 56163",billing@summit-systems.com,IQ-3412149,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,48548.49,8.25,4005.25,1.0,2021-01-02,0,0.1
INV-2022-0083,2021-01-01,1,2021-01-02,Net 1,1,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,35375.44,6.25,2210.97,1.0,2021-01-14,1,0.1
INV-2024-0141,2021-01-28,1,2021-01-29,Net 1,1,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,10663.98,6.25,666.5,1.0,2021-01-29,0,0.1
INV-2022-0132,2021-09-02,9,2021-12-01,Net 90,90,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,34644.05,7.0,2425.08,83459.57,2021-12-01,0,0.1
INV-2024-0102,2025-12-31,12,2026-03-31,Net 90,90,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,47595.45,7.5,3569.66,1.0,2026-04-20,1,0.1
INV-2022-0064,2021-01-01,1,2021-04-01,Net 90,90,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,32600.99,8.5,2771.08,457140.13,2021-04-01,0,0.1
INV-2022-0087,2021-01-01,1,2021-01-02,Net 1,1,USD,V022,Acme Capital Inc,"8802 Corporate Ln, Atlanta, FL 45909",billing@acme-capital.com,SL-9415398,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,12919.21,7.0,904.34,108539.9,2021-01-02,0,0.1
INV-2022-0101,2021-01-01,1,2021-03-09,Net 67,67,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,15988.92,8.0,1279.11,1.0,2021-03-09,0,0.1
INV-2024-0211,2022-06-09,6,2022-09-07,Net 90,90,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,47363.32,7.0,3315.43,1.0,2022-09-22,1,0.1
INV-2022-0077,2024-04-25,4,2024-04-26,Net 1,1,USD,V059,Global Medical Co,"2998 Venture Blvd, Los Angeles, CO 24060",billing@global-medical.com,JY-1829735,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,44208.19,7.5,3315.61,1.0,2024-04-26,0,0.1
INV-2024-0112,2021-01-01,1,2021-04-01,Net 90,90,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,20703.51,6.25,1293.97,1211699.92,2021-04-01,0,0.1
INV-2023-0052,2025-12-31,12,2026-03-08,Net 67,67,USD,V007,Pinnacle Legal LLC,"6765 Business Pkwy, San Francisco, FL 78385",billing@pinnacle-legal.com,TJ-4693305,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,22787.59,6.25,1424.22,1.0,2026-03-17,1,0.1
INV-2022-0214,2025-12-31,12,2026-01-01,Net 1,1,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,48861.84,6.25,3053.86,96966.83,2026-01-01,0,0.1
INV-2023-0196,2025-12-31,12,2026-03-31,Net 90,90,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,5084.96,7.5,381.37,73608.85,2026-04-25,1,0.1
