invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late,epsilon
INV-2022-0134,2022-05-10,5,2022-07-02,Net 53,53,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",25,8502.74,8.5,722.73,32445.59,2022-07-02,0,1.0
INV-2023-0017,2025-01-09,1,2025-03-17,Net 67,67,USD,V094,Pioneer Supplies Inc,"160 Innovation Rd, Seattle, CO 23350",billing@pioneer-supplies.com,CC-6787749,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,33496.72,7.5,2512.25,163101.68,2025-03-17,0,1.0
INV-2022-0242,2024-03-12,3,2024-04-26,Net 45,45,USD,V086,Swift Consulting Group,"6909 Venture Blvd, Houston, GA 84532",billing@swift-consulting.com,KF-2014929,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,1099.1,7.0,76.94,1.0,2024-04-26,0,1.0
INV-2024-0176,2023-05-01,5,2023-06-29,Net 59,59,USD,V092,Pinnacle Capital Co,"7579 Commerce Blvd, Seattle, FL 84478",billing@pinnacle-capital.com,TS-6703394,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,40335.28,8.25,3327.66,75187.69,2023-08-08,1,1.0
INV-2023-0233,2024-03-01,3,2024-05-16,Net 76,76,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,40509.63,8.5,3443.32,1.0,2024-06-14,1,1.0
INV-2023-0006,2022-03-22,3,2022-04-29,Net 38,38,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,521.92,8.0,41.75,15993.07,2022-04-29,0,1.0
INV-2024-0122,2025-12-31,12,2026-01-01,Net 1,1,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,24986.42,6.25,1561.65,57277.83,2026-01-01,0,1.0
INV-2024-0137,2025-12-31,12,2026-03-09,Net 68,68,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,37836.12,7.5,2837.71,74235.84,2026-04-17,1,1.0
INV-2023-0125,2023-12-31,12,2024-02-07,Net 38,38,USD,V091,Pioneer Logistics Co,"8440 Innovation Rd, Los Angeles, TX 34762",billing@pioneer-logistics.com,GH-1378165,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,31290.96,8.25,2581.5,1.0,2024-02-27,1,1.0
INV-2024-0003,2023-07-19,7,2023-07-20,Net 1,1,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",43,33003.24,7.0,2310.23,132130.19,2023-07-20,0,1.0
INV-2022-0136,2022-09-29,9,2022-12-28,Net 90,90,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",31,5539.28,7.0,387.75,1.0,2022-12-28,0,1.0
INV-2023-0066,2021-07-26,7,2021-07-27,Net 1,1,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,2282.93,6.25,142.68,115784.71,2021-09-10,1,1.0
INV-2023-0121,2022-06-14,6,2022-07-12,Net 28,28,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,29290.3,7.5,2196.77,37379.11,2022-08-02,1,1.0
INV-2024-0232,2025-12-31,12,2026-02-23,Net 54,54,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",31,14483.56,8.0,1158.68,9719.51,2026-02-23,0,1.0
INV-2024-0168,2025-08-10,8,2025-08-30,Net 20,20,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",22,20346.62,8.5,1729.46,35079.34,2025-08-30,0,1.0
INV-2023-0259,2023-05-29,5,2023-08-27,Net 90,90,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,10631.67,8.25,877.11,1.0,2023-09-15,1,1.0
INV-2024-0227,2024-10-23,10,2024-12-02,Net 40,40,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,4022.34,8.0,321.79,29982.21,2024-12-02,0,1.0
INV-2023-0103,2021-04-15,4,2021-07-04,Net 80,80,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,20765.9,7.5,1557.44,18482.3,2021-07-04,0,1.0
INV-2022-0085,2021-05-17,5,2021-05-23,Net 6,6,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,38808.36,7.0,2716.59,71396.91,2021-05-23,0,1.0
INV-2023-0015,2022-08-24,8,2022-08-25,Net 1,1,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,27185.18,8.0,2174.81,29412.12,2022-08-30,1,1.0
INV-2023-0158,2022-04-20,4,2022-07-19,Net 90,90,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,500.58,6.25,31.29,28454.5,2022-07-25,1,1.0
INV-2023-0021,2024-07-25,7,2024-09-10,Net 47,47,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,11693.2,8.5,993.92,1.0,2024-09-30,1,1.0
INV-2024-0275,2024-01-24,1,2024-03-22,Net 58,58,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",29,3069.1,8.0,245.53,2119.48,2024-03-22,0,1.0
INV-2023-0256,2024-03-24,3,2024-05-15,Net 52,52,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",26,37223.87,8.25,3070.97,47676.82,2024-05-15,0,1.0
INV-2022-0053,2021-01-01,1,2021-01-22,Net 21,21,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",29,35774.76,7.5,2683.11,75152.71,2021-02-27,1,1.0
INV-2022-0177,2021-10-09,10,2021-12-31,Net 83,83,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,33220.21,7.5,2491.52,1.0,2021-12-31,0,1.0
INV-2022-0231,2023-04-08,4,2023-05-07,Net 29,29,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,39141.27,6.25,2446.33,57398.71,2023-06-08,1,1.0
INV-2023-0178,2022-11-09,11,2022-12-08,Net 29,29,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",27,30276.92,8.0,2422.15,164918.02,2022-12-08,0,1.0
INV-2022-0122,2025-12-31,12,2026-03-31,Net 90,90,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,39146.23,9.0,3523.16,55126.94,2026-05-06,1,1.0
INV-2022-0011,2021-01-01,1,2021-01-02,Net 1,1,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,35011.86,9.0,3151.07,12276.13,2021-01-03,1,1.0
INV-2023-0264,2023-10-31,10,2023-11-01,Net 1,1,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,42598.34,6.25,2662.4,1.0,2023-12-12,1,1.0
INV-2024-0057,2025-12-31,12,2026-01-01,Net 1,1,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,11062.97,8.0,885.04,1.0,2026-01-01,0,1.0
INV-2022-0074,2024-10-31,10,2024-12-06,Net 36,36,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,36489.31,9.0,3284.04,1.0,2024-12-07,1,1.0
INV-2024-0038,2025-07-18,7,2025-07-19,Net 1,1,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,25580.3,8.0,2046.42,41580.4,2025-07-19,0,1.0
INV-2022-0142,2023-06-04,6,2023-09-02,Net 90,90,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,6656.95,8.5,565.84,1.0,2023-09-02,0,1.0
INV-2023-0031,2022-05-09,5,2022-08-07,Net 90,90,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,28169.54,8.25,2323.99,1.0,2022-08-07,0,1.0
INV-2023-0163,2023-07-09,7,2023-07-29,Net 20,20,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,3057.6,6.25,191.1,1.0,2023-08-14,1,1.0
INV-2024-0114,2024-01-16,1,2024-01-17,Net 1,1,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,48094.91,8.5,4088.07,33804.61,2024-01-17,0,1.0
INV-2024-0263,2023-01-15,1,2023-04-15,Net 90,90,USD,V076,Bright Cloud Inc,"4624 Innovation Rd, Austin, CA 43536",billing@bright-cloud.com,NS-1703662,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",26,43332.14,8.0,3466.57,31790.92,2023-04-15,0,1.0
INV-2023-0171,2024-01-06,1,2024-04-05,Net 90,90,USD,V044,Global Systems Inc,"1376 Market St, Chicago, OH 18717",billing@global-systems.com,ZW-1067661,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",29,43634.99,7.5,3272.62,94136.62,2024-04-05,0,1.0
INV-2022-0067,2022-03-03,3,2022-06-01,Net 90,90,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,31431.27,7.5,2357.35,1.0,2022-06-01,0,1.0
INV-2023-0219,2023-02-27,2,2023-05-28,Net 90,90,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,12751.75,8.0,1020.14,62441.99,2023-06-09,1,1.0
INV-2023-0250,2025-12-31,12,2026-02-25,Net 56,56,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,17971.45,6.25,1123.22,74023.23,2026-02-25,0,1.0
INV-2024-0153,2024-11-17,11,2025-02-15,Net 90,90,USD,V005,Apex Logistics Co,"7104 Corporate Ln, Austin, AZ 77215",billing@apex-logistics.com,SE-9744220,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,30472.49,7.5,2285.44,6755.49,2025-03-28,1,1.0
INV-2022-0156,2025-11-05,11,2025-12-10,Net 35,35,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,4069.5,8.5,345.91,35506.2,2025-12-10,0,1.0
INV-2022-0001,2022-11-30,11,2023-02-28,Net 90,90,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,39350.66,9.0,3541.56,39769.65,2023-02-28,0,1.0
INV-2022-0149,2023-12-18,12,2024-03-17,Net 90,90,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",32,39370.81,8.25,3248.09,43901.5,2024-04-15,1,1.0
INV-2024-0058,2024-06-13,6,2024-09-11,Net 90,90,USD,V024,Nexus Marketing Group,"6719 Innovation Rd, Atlanta, GA 62224",billing@nexus-marketing.com,CM-6304509,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,45779.19,7.0,3204.54,21391.07,2024-09-11,0,1.0
INV-2023-0166,2024-09-09,9,2024-10-27,Net 48,48,USD,V074,Summit Systems LLC,"5688 Commerce Blvd, Miami, TX 56163",billing@summit-systems.com,IQ-3412149,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,48548.49,8.25,4005.25,182338.5,2024-10-27,0,1.0
INV-2022-0083,2023-03-09,3,2023-04-18,Net 40,40,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",32,35375.44,6.25,2210.97,112441.87,2023-04-30,1,1.0
INV-2024-0141,2024-11-14,11,2024-11-15,Net 1,1,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,10663.98,6.25,666.5,1.0,2024-11-15,0,1.0
INV-2022-0132,2025-12-31,12,2026-03-03,Net 62,62,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,34644.05,7.0,2425.08,57573.1,2026-03-03,0,1.0
INV-2024-0102,2023-11-18,11,2024-01-24,Net 67,67,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",21,47595.45,7.5,3569.66,1.0,2024-02-13,1,1.0
INV-2022-0064,2022-06-17,6,2022-09-15,Net 90,90,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",46,32600.99,8.5,2771.08,1.0,2022-09-15,0,1.0
INV-2022-0087,2022-02-04,2,2022-04-16,Net 71,71,USD,V022,Acme Capital Inc,"8802 Corporate Ln, Atlanta, FL 45909",billing@acme-capital.com,SL-9415398,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,12919.21,7.0,904.34,133425.65,2022-04-16,0,1.0
INV-2022-0101,2022-05-19,5,2022-08-17,Net 90,90,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",27,15988.92,8.0,1279.11,70479.92,2022-08-17,0,1.0
INV-2024-0211,2024-02-11,2,2024-02-12,Net 1,1,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,47363.32,7.0,3315.43,133693.9,2024-02-27,1,1.0
INV-2022-0077,2023-03-05,3,2023-05-01,Net 57,57,USD,V059,Global Medical Co,"2998 Venture Blvd, Los Angeles, CO 24060",billing@global-medical.com,JY-1829735,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,44208.19,7.5,3315.61,1.0,2023-05-01,0,1.0
INV-2024-0112,2024-09-08,9,2024-09-25,Net 17,17,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,20703.51,6.25,1293.97,87202.22,2024-09-25,0,1.0
INV-2023-0052,2024-06-10,6,2024-08-22,Net 73,73,USD,V007,Pinnacle Legal LLC,"6765 Business Pkwy, San Francisco, FL 78385",billing@pinnacle-legal.com,TJ-4693305,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",31,22787.59,6.25,1424.22,66552.43,2024-08-31,1,1.0
INV-2022-0214,2022-12-10,12,2022-12-30,Net 20,20,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,48861.84,6.25,3053.86,39540.53,2022-12-30,0,1.0
INV-2023-0196,2025-12-31,12,2026-01-23,Net 23,23,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",41,5084.96,7.5,381.37,1.0,2026-02-17,1,1.0
INV-2022-0008,2021-01-01,1,2021-02-04,Net 34,34,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,40953.99,7.5,3071.55,76795.85,2021-02-04,0,1.0
INV-2024-0034,2022-12-13,12,2023-03-13,Net 90,90,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,27570.36,6.25,1723.15,1.0,2023-04-02,1,1.0
INV-2022-0147,2021-01-01,1,2021-04-01,Net 90,90,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",21,41009.29,9.0,3690.84,11256.76,2021-04-01,0,1.0
INV-2023-0135,2023-12-23,12,2024-02-29,Net 68,68,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,11113.12,8.25,916.83,1.0,2024-04-03,1,1.0
INV-2023-0254,2024-05-30,5,2024-06-06,Net 7,7,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",49,36770.31,7.0,2573.92,24629.64,2024-06-06,0,1.0
INV-2022-0079,2021-12-28,12,2022-02-20,Net 54,54,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",34,16985.23,7.0,1188.97,52001.22,2022-02-20,0,1.0
INV-2022-0165,2021-01-01,1,2021-03-20,Net 78,78,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",39,39445.09,7.5,2958.38,1.0,2021-03-20,0,1.0
INV-2023-0013,2022-01-15,1,2022-04-15,Net 90,90,USD,V065,Delta Tech Group,"2991 Industrial Dr, Austin, NY 85683",billing@delta-tech.com,DZ-8726890,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,14929.04,8.5,1268.97,24066.29,2022-04-15,0,1.0
INV-2022-0007,2021-01-01,1,2021-01-19,Net 18,18,USD,V073,Acme Systems Group,"3672 Innovation Rd, Dallas, TX 47148",billing@acme-systems.com,KV-6786265,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,40086.08,9.0,3607.75,83278.88,2021-02-16,1,1.0
INV-2023-0072,2021-01-01,1,2021-01-25,Net 24,24,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,33489.92,7.5,2511.74,1.0,2021-01-25,0,1.0
INV-2022-0138,2023-01-26,1,2023-04-26,Net 90,90,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,32078.74,8.5,2726.69,15714.06,2023-04-26,0,1.0
INV-2024-0124,2024-01-06,1,2024-02-07,Net 32,32,USD,V036,Delta Partners Corp,"4463 Commerce Blvd, New York, IL 34285",billing@delta-partners.com,YQ-6165679,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,46845.89,8.0,3747.67,1.0,2024-02-29,1,1.0
INV-2022-0025,2021-10-08,10,2021-10-21,Net 13,13,USD,V011,Acme Legal Group,"5826 Industrial Dr, Austin, CA 37350",billing@acme-legal.com,QZ-5833177,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",47,15401.78,9.0,1386.16,1.0,2021-11-14,1,1.0
INV-2023-0037,2021-01-01,1,2021-02-21,Net 51,51,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",43,14411.39,7.5,1080.85,321160.42,2021-02-21,0,1.0
INV-2024-0121,2023-03-13,3,2023-03-14,Net 1,1,USD,V001,Metro Legal Co,"5791 Enterprise Ave, Miami, FL 64021",billing@metro-legal.com,MT-6143901,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,6038.09,8.25,498.14,63607.36,2023-03-24,1,1.0
INV-2023-0112,2024-06-14,6,2024-06-15,Net 1,1,USD,V092,Pinnacle Capital Co,"7579 Commerce Blvd, Seattle, FL 84478",billing@pinnacle-capital.com,TS-6703394,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,44143.69,8.25,3641.85,109802.66,2024-06-15,0,1.0
INV-2024-0064,2023-12-04,12,2024-01-08,Net 35,35,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,14814.78,8.0,1185.18,73732.31,2024-01-08,0,1.0
INV-2024-0104,2024-06-21,6,2024-09-18,Net 89,89,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,27009.91,8.25,2228.32,13718.22,2024-09-18,0,1.0
INV-2022-0014,2021-10-02,10,2021-12-21,Net 80,80,USD,V052,Pinnacle Tech Corp,"8295 Business Pkwy, New York, TX 94471",billing@pinnacle-tech.com,FS-3357821,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",38,15735.89,9.0,1416.23,1.0,2021-12-21,0,1.0
INV-2024-0185,2025-10-03,10,2025-10-04,Net 1,1,USD,V036,Delta Partners Corp,"4463 Commerce Blvd, New York, IL 34285",billing@delta-partners.com,YQ-6165679,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,18989.25,7.0,1329.25,23823.67,2025-10-04,0,1.0
INV-2024-0194,2024-02-01,2,2024-02-10,Net 9,9,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",29,4343.22,8.25,358.32,73703.84,2024-02-10,0,1.0
INV-2024-0228,2025-04-06,4,2025-04-14,Net 8,8,USD,V022,Acme Capital Inc,"8802 Corporate Ln, Atlanta, FL 45909",billing@acme-capital.com,SL-9415398,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,34008.57,6.25,2125.54,38776.02,2025-04-30,1,1.0
INV-2024-0242,2024-08-01,8,2024-08-18,Net 17,17,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,8438.09,8.25,696.14,23995.66,2024-08-18,0,1.0
